VIN,MODEL_YEAR,FACTORY_CODE,MODEL_NAME,DAYS_TO_FAIL_MINZERO,MILES_TO_FAIL,RO_DATE,CUST_RO_STATE_CD,CLM_SK,VIN_SK
2HGFG12839H530505,2009,HCM,CIVIC,881,35729,9/16/2011,FL,59626501,29687984
2HGFG12839H536241,2009,HCM,CIVIC,676,31217,5/21/2011,FL,57998580,29805549
2HGFG12839H537521,2009,HCM,CIVIC,787,31907,10/13/2011,PA,60220756,29847696
2HGFG12848H503912,2008,HCM,CIVIC,1451,47017,9/23/2011,FL,59760031,26748387
2HGFG12848H506535,2008,HCM,CIVIC,386,28840,11/11/2008,AL,47743149,27143078
2HGFG12848H512528,2008,HCM,CIVIC,964,28864,8/31/2010,NY,54954442,27267499
2HGFG12848H539373,2008,HCM,CIVIC,735,31533,2/27/2010,CA,52425357,27937853
2HGFG12848H542094,2008,HCM,CIVIC,502,16424,9/14/2009,LA,50781502,27994763
2HGFG12848H544198,2008,HCM,CIVIC,1053,37667,2/10/2011,VA,56792148,28044067
2HGFG12848H544606,2008,HCM,CIVIC,50,2528,5/6/2008,AL,45262332,28051745
2HGFG12848H544976,2008,HCM,CIVIC,917,30285,10/7/2010,OK,55275916,28073811
2HGFG12848H550325,2008,HCM,CIVIC,898,25699,10/4/2010,TX,55299311,28203577
2HGFG12848H550969,2008,HCM,CIVIC,790,27063,7/22/2010,LA,54378684,28223622
2HGFG12848H556237,2008,HCM,CIVIC,895,34457,10/28/2010,TX,55656460,28335967
2HGFG12848H561907,2008,HCM,CIVIC,699,35654,5/7/2010,AZ,53169650,28456781
2HGFG12848H564449,2008,HCM,CIVIC,990,35481,3/17/2011,OH,57236517,28534723
2HGFG12848H565276,2008,HCM,CIVIC,586,29678,1/18/2010,TX,52154534,28542274
2HGFG12848H565746,2008,HCM,CIVIC,857,33056,10/26/2010,TX,55496694,28555966
2HGFG12848H570123,2008,HCM,CIVIC,772,33822,8/20/2010,TX,54753850,28671408
2HGFG12848H577539,2008,HCM,CIVIC,1213,45052,12/14/2011,NY,61924437,28864966
2HGFG12849H500297,2009,HCM,CIVIC,1022,25747,8/3/2011,FL,58767216,28990343
2HGFG12849H501773,2009,HCM,CIVIC,109,7847,1/16/2009,MI,48502802,29026235
2HGFG12849H515155,2009,HCM,CIVIC,785,44542,7/14/2011,NC,58573232,29395260
2HGFG12849H519657,2009,HCM,CIVIC,943,30723,12/14/2011,LA,61772246,29482038
2HGFG12849H522607,2009,HCM,CIVIC,636,33673,8/9/2011,FL,58879847,29534617
2HGFG12849H524812,2009,HCM,CIVIC,748,35150,3/4/2011,MN,57351238,29601812
2HGFG12849H532117,2009,HCM,CIVIC,865,25741,9/19/2011,TX,59571736,29713602
2HGFG12849H533106,2009,HCM,CIVIC,674,25014,3/9/2011,AZ,57136930,29727401
2HGFG12849H538841,2009,HCM,CIVIC,792,28970,9/28/2011,AZ,60493290,29931083
2HGFG12858H507872,2008,HCM,CIVIC,1100,29802,10/13/2010,FL,55436199,27172697
2HGFG12858H512750,2008,HCM,CIVIC,1031,28316,9/7/2010,AZ,54976195,27273134
2HGFG12858H519570,2008,HCM,CIVIC,1028,35052,9/17/2010,FL,55109652,27380755
2HGFG12858H537258,2008,HCM,CIVIC,605,13981,11/10/2009,FL,51416374,27899999
2HGFG12858H537986,2008,HCM,CIVIC,945,21445,1/4/2011,MN,56348618,27917510
2HGFG12858H539477,2008,HCM,CIVIC,1329,39829,1/11/2012,NJ,62289123,27937877
2HGFG12858H541875,2008,HCM,CIVIC,699,19679,1/27/2010,SC,52116609,27994772
2HGFG12858H550740,2008,HCM,CIVIC,779,24537,7/21/2010,FL,54356900,28213208
2HGFG12858H552682,2008,HCM,CIVIC,1259,40146,11/18/2011,AZ,61337705,28261906
2HGFG12858H560894,2008,HCM,CIVIC,322,9986,6/13/2009,NC,50020492,28437720
2HGFG12858H565190,2008,HCM,CIVIC,1118,39744,7/19/2011,FL,58641101,28546625
2HGFG12858H567280,2008,HCM,CIVIC,886,31473,11/26/2010,TX,55991942,28595377
2HGFG12858H579798,2008,HCM,CIVIC,1162,68711,11/1/2011,TX,60901184,28933044
2HGFG12858H580479,2008,HCM,CIVIC,283,10826,7/7/2009,VA,50111207,28946965
2HGFG12859H500714,2009,HCM,CIVIC,843,35300,12/22/2011,NE,61988770,29002426
2HGFG12859H503502,2009,HCM,CIVIC,1108,40744,11/22/2011,AZ,61372311,29094210
2HGFG12859H512779,2009,HCM,CIVIC,860,25319,5/24/2011,LA,58007173,29353965
2HGFG12859H519179,2009,HCM,CIVIC,1035,31341,11/9/2011,IL,61009903,29473025
2HGFG12859H521045,2009,HCM,CIVIC,673,18693,11/3/2010,TX,55715981,29506027
2HGFG12859H525404,2009,HCM,CIVIC,947,25428,12/27/2011,CA,62093641,29612753
2HGFG12859H533812,2009,HCM,CIVIC,581,18518,3/24/2011,CA,57487343,29744246
2HGFG12859H533891,2009,HCM,CIVIC,394,21360,9/16/2010,NV,55033319,29744277
2HGFG12859H534068,2009,HCM,CIVIC,168,7974,6/16/2010,CA,53795506,29749932
2HGFG12868H500218,2008,HCM,CIVIC,782,36917,12/5/2009,NV,51678201,26690358
2HGFG12868H501997,2008,HCM,CIVIC,811,12480,1/4/2010,SC,51940770,26711990
2HGFG12868H504026,2008,HCM,CIVIC,1038,31404,8/9/2010,FL,54604937,27092593
2HGFG12868H507766,2008,HCM,CIVIC,668,54282,12/14/2009,TX,51710394,27167462
2HGFG12868H514412,2008,HCM,CIVIC,302,17195,1/29/2009,NC,48584418,27305631
2HGFG12868H517441,2008,HCM,CIVIC,633,12949,10/15/2009,TX,51475984,27347723
2HGFG12868H517567,2008,HCM,CIVIC,571,26903,8/14/2009,MS,50444910,27353528
2HGFG12868H528049,2008,HCM,CIVIC,954,67547,11/1/2010,MS,55886947,27708468
2HGFG12868H529167,2008,HCM,CIVIC,563,40952,10/15/2009,TX,51315617,27738578
2HGFG12868H536748,2008,HCM,CIVIC,883,26343,7/20/2010,GA,54331901,27894545
2HGFG12868H538791,2008,HCM,CIVIC,730,29162,7/27/2010,MD,54414677,27929826
2HGFG12868H544767,2008,HCM,CIVIC,118,3949,8/22/2008,WA,46637998,28051786
2HGFG12868H547765,2008,HCM,CIVIC,1009,21214,1/14/2011,NJ,56780284,28137159
2HGFG12868H552898,2008,HCM,CIVIC,918,16099,12/1/2010,TX,56313366,28261966
2HGFG12868H572357,2008,HCM,CIVIC,671,23513,5/25/2010,CA,53643273,28722119
2HGFG12869H500687,2009,HCM,CIVIC,302,13535,8/4/2009,GA,50357803,28998769
2HGFG12869H512323,2009,HCM,CIVIC,864,44500,6/3/2011,LA,58103771,29347107
2HGFG12869H514038,2009,HCM,CIVIC,642,28500,9/29/2010,FL,55188602,29375701
2HGFG12869H514685,2009,HCM,CIVIC,301,23950,7/31/2010,FL,54502489,29388391
2HGFG12869H515917,2009,HCM,CIVIC,1127,27364,1/7/2012,TX,62179686,29419185
2HGFG12869H524228,2009,HCM,CIVIC,622,25867,11/1/2010,OH,55589857,29590685
2HGFG12869H528182,2009,HCM,CIVIC,617,29888,12/1/2010,FL,55952486,29650812
2HGFG12869H528568,2009,HCM,CIVIC,466,9234,11/3/2010,TX,55618635,29661124
2HGFG12869H538534,2009,HCM,CIVIC,727,32021,8/16/2011,CA,59127515,29919130
2HGFG12869H538646,2009,HCM,CIVIC,811,16061,10/17/2011,AZ,60724985,29915804
2HGFG12869H538730,2009,HCM,CIVIC,835,30389,1/18/2012,NC,62474045,29919157
2HGFG12878H516900,2008,HCM,CIVIC,833,31031,5/14/2010,TX,53317611,27342026
2HGFG12878H529811,2008,HCM,CIVIC,319,35435,2/24/2009,CA,48940643,27752707
2HGFG12878H536094,2008,HCM,CIVIC,806,27532,12/11/2010,GA,56166187,27888308
2HGFG12878H544924,2008,HCM,CIVIC,277,8519,1/2/2009,TX,48333397,28073884
2HGFG12878H545099,2008,HCM,CIVIC,698,23374,3/31/2010,FL,52685705,28093825
2HGFG12878H553798,2008,HCM,CIVIC,938,26276,1/20/2011,TX,56533860,28281949
2HGFG12878H555874,2008,HCM,CIVIC,1064,28215,4/18/2011,FL,57604555,28331424
2HGFG12878H557494,2008,HCM,CIVIC,1126,53882,6/6/2011,OH,58070852,28356006
2HGFG12878H560198,2008,HCM,CIVIC,823,42097,12/20/2010,FL,56220511,28420028
2HGFG12878H561920,2008,HCM,CIVIC,522,15987,11/11/2009,TX,51462034,28456818
2HGFG12878H564168,2008,HCM,CIVIC,1040,41503,4/16/2011,FL,57738739,28520451
2HGFG12878H565238,2008,HCM,CIVIC,437,18006,8/29/2009,CA,50643539,28542334
2HGFG12878H567894,2008,HCM,CIVIC,512,22737,12/16/2009,TX,51867458,28623042
2HGFG12878H568558,2008,HCM,CIVIC,551,18816,9/21/2010,FL,55103588,28631626
2HGFG12878H575302,2008,HCM,CIVIC,456,25773,11/13/2009,CA,51496230,28813088
2HGFG12878H579074,2008,HCM,CIVIC,764,30599,10/4/2010,CA,55243857,28912420
2HGFG12878H579284,2008,HCM,CIVIC,1148,24827,10/22/2011,TX,60496848,28912401
2HGFG12878H580466,2008,HCM,CIVIC,675,28246,9/17/2010,LA,55075803,28946996
2HGFG12878H582198,2008,HCM,CIVIC,839,28044,1/7/2011,FL,56388921,28984660
2HGFG12879H505283,2009,HCM,CIVIC,640,21300,7/16/2010,TX,54281388,29155110
2HGFG12879H511181,2009,HCM,CIVIC,410,24103,1/13/2010,TX,51973888,29319588
2HGFG12879H525520,2009,HCM,CIVIC,302,16489,6/9/2010,NV,53682972,29618110
2HGFG12879H539448,2009,HCM,CIVIC,349,13708,9/8/2010,TX,54988765,29964079
2HGFG12888H501127,2008,HCM,CIVIC,1206,40434,1/17/2011,TX,56498700,26707339
2HGFG12888H503900,2008,HCM,CIVIC,1485,95322,12/17/2011,AZ,61838051,26742737
2HGFG12888H507087,2008,HCM,CIVIC,628,33586,11/7/2009,LA,51414476,27148823
2HGFG12888H515688,2008,HCM,CIVIC,1188,76931,1/31/2011,TX,56842338,27330262
2HGFG12888H528070,2008,HCM,CIVIC,322,18888,4/8/2009,NC,49322524,27708488
2HGFG12888H545998,2008,HCM,CIVIC,779,22952,7/14/2010,LA,54246444,28100910
2HGFG12888H546990,2008,HCM,CIVIC,786,25678,7/20/2010,FL,54355090,28131004
2HGFG12888H553194,2008,HCM,CIVIC,688,30964,7/1/2010,TX,54077075,28267615
2HGFG12888H553809,2008,HCM,CIVIC,223,4562,12/30/2008,GA,48285510,28281980
2HGFG12888H555916,2008,HCM,CIVIC,973,68392,2/8/2011,CA,56793903,28331459
2HGFG12888H556273,2008,HCM,CIVIC,857,28233,10/26/2010,GA,55593094,28336024
2HGFG12888H557133,2008,HCM,CIVIC,917,34834,11/17/2010,MO,55843465,28350205
2HGFG12888H557617,2008,HCM,CIVIC,409,16609,6/16/2009,TX,49955418,28363481
2HGFG12888H559481,2008,HCM,CIVIC,943,32947,12/29/2010,TX,56287964,28397364
2HGFG12888H559531,2008,HCM,CIVIC,469,24903,8/27/2009,NC,50569041,28403445
2HGFG12888H559898,2008,HCM,CIVIC,750,11494,7/9/2010,SC,54309195,28403460
2HGFG12888H564096,2008,HCM,CIVIC,817,80582,8/31/2010,TX,55321129,28520506
2HGFG12888H565510,2008,HCM,CIVIC,703,20320,6/22/2010,LA,54000067,28546669
2HGFG12888H570173,2008,HCM,CIVIC,927,7708,2/4/2011,FL,56740530,28671492
2HGFG12888H574028,2008,HCM,CIVIC,417,16991,9/22/2009,FL,50885914,28782317
2HGFG12888H576698,2008,HCM,CIVIC,827,28575,12/15/2010,FL,56220638,28843057
2HGFG12888H578323,2008,HCM,CIVIC,802,22239,11/3/2010,VA,55955625,28892375
2HGFG12888H582193,2008,HCM,CIVIC,561,35999,4/1/2010,KY,52730554,28990360
2HGFG12889H503915,2009,HCM,CIVIC,277,20745,12/30/2009,AZ,51868098,29104238
2HGFG12889H508032,2009,HCM,CIVIC,647,18427,10/14/2010,TN,55342427,29240285
2HGFG12889H509472,2009,HCM,CIVIC,1076,24398,11/11/2011,FL,61146169,29277511
2HGFG12889H513344,2009,HCM,CIVIC,482,25951,5/7/2010,MO,53152226,29359837
2HGFG12889H516566,2009,HCM,CIVIC,812,35332,2/23/2011,FL,57068902,29424980
2HGFG12889H517068,2009,HCM,CIVIC,1082,14341,12/16/2011,TX,62024522,29430874
2HGFG12889H518365,2009,HCM,CIVIC,705,27910,7/7/2011,FL,58447591,29447636
2HGFG12889H525428,2009,HCM,CIVIC,833,35664,10/14/2011,HI,60275201,29612840
2HGFG12889H528233,2009,HCM,CIVIC,734,16238,10/4/2011,TX,59969546,29650889
2HGFG12889H533951,2009,HCM,CIVIC,517,24941,11/27/2010,FL,55920126,29749948
2HGFG12889H535053,2009,HCM,CIVIC,274,19690,5/4/2010,NJ,53109421,29768027
2HGFG12898H503145,2008,HCM,CIVIC,527,31485,3/12/2009,FL,49059428,26739350
2HGFG12898H503159,2008,HCM,CIVIC,410,19239,1/6/2009,AZ,48395690,26731464
2HGFG12898H504828,2008,HCM,CIVIC,694,35986,8/18/2009,KY,50494747,27100547
2HGFG12898H509916,2008,HCM,CIVIC,661,35404,8/6/2009,IN,50365839,27217892
2HGFG12898H510760,2008,HCM,CIVIC,895,27194,8/10/2010,IN,54586393,27242400
2HGFG12898H528918,2008,HCM,CIVIC,851,18213,7/13/2010,LA,54276526,27729571
2HGFG12898H531785,2008,HCM,CIVIC,935,25285,8/18/2010,GA,54705072,27792826
2HGFG12898H539224,2008,HCM,CIVIC,299,1840,8/18/2009,HI,50511348,27937925
2HGFG12898H542219,2008,HCM,CIVIC,634,30412,1/18/2010,TX,52142308,28006103
2HGFG12898H545590,2008,HCM,CIVIC,902,34469,11/11/2010,FL,55720319,28093891
2HGFG12898H547386,2008,HCM,CIVIC,1228,57977,10/6/2011,TX,60059981,28122965
2HGFG12898H550983,2008,HCM,CIVIC,1066,34764,5/4/2011,CA,57785617,28223689
2HGFG12898H554399,2008,HCM,CIVIC,484,12119,9/24/2009,TX,50942885,28289272
2HGFG12898H561899,2008,HCM,CIVIC,837,32705,9/8/2010,TX,55038742,28456843
2HGFG12898H564074,2008,HCM,CIVIC,1005,19798,3/15/2011,MD,57209078,28520521
2HGFG12898H570215,2008,HCM,CIVIC,1074,35543,6/30/2011,GA,58423168,28671517
2HGFG12898H572403,2008,HCM,CIVIC,1234,32206,12/14/2011,NY,61737761,28722177
2HGFG12898H576984,2008,HCM,CIVIC,829,27828,11/23/2010,TX,55892072,28852711
2HGFG12898H578640,2008,HCM,CIVIC,1182,38251,11/16/2011,MI,62471471,28900474
2HGFG12898H579268,2008,HCM,CIVIC,1033,35772,7/5/2011,TX,58412980,28912507
2HGFG12899H505205,2009,HCM,CIVIC,605,28372,6/28/2010,TX,54159142,29155157
2HGFG12899H508038,2009,HCM,CIVIC,746,27832,8/27/2011,NY,59144157,29248024
2HGFG12899H519895,2009,HCM,CIVIC,475,32377,8/11/2010,TX,54601917,29486041
2HGFG12899H521565,2009,HCM,CIVIC,789,27879,7/21/2011,CA,58617339,29518104
2HGFG12899H522456,2009,HCM,CIVIC,813,15602,11/3/2011,TX,61034998,29534729
2HGFG12899H538219,2009,HCM,CIVIC,708,19824,10/4/2011,SC,60002964,29899908
2HGFG128X8H500884,2008,HCM,CIVIC,1075,13680,11/5/2010,CA,55836756,26699326
2HGFG128X8H503882,2008,HCM,CIVIC,1481,71011,1/12/2012,FL,62262118,26742541
2HGFG128X8H507186,2008,HCM,CIVIC,701,23184,1/31/2010,FL,52187761,27172655
2HGFG128X8H507673,2008,HCM,CIVIC,553,26572,12/4/2009,TX,51649902,27167308
2HGFG128X8H507866,2008,HCM,CIVIC,164,7159,9/23/2008,AK,47091962,27172642
2HGFG128X8H513957,2008,HCM,CIVIC,594,23086,2/4/2010,WA,52177386,27293065
2HGFG128X8H513960,2008,HCM,CIVIC,1074,29797,10/25/2010,TN,55516957,27293066
2HGFG128X8H517538,2008,HCM,CIVIC,1213,14441,5/11/2011,IL,57857651,27353362
2HGFG128X8H524697,2008,HCM,CIVIC,1229,17472,4/23/2011,FL,57779931,27591823
2HGFG128X8H533965,2008,HCM,CIVIC,872,64972,12/20/2010,NJ,56161999,27846197
2HGFG128X8H540026,2008,HCM,CIVIC,1069,35433,2/19/2011,VA,56940509,27952383
2HGFG128X8H544626,2008,HCM,CIVIC,928,31930,11/16/2010,TX,55789621,28051851
2HGFG128X8H550300,2008,HCM,CIVIC,885,25372,9/18/2010,TX,55050033,28203514
2HGFG128X8H551754,2008,HCM,CIVIC,614,25476,1/4/2010,TX,51916928,28236543
2HGFG128X8H555528,2008,HCM,CIVIC,1263,35856,11/10/2011,FL,61562680,28322268
2HGFG128X8H562124,2008,HCM,CIVIC,426,14009,7/31/2009,FL,50328770,28466443
2HGFG128X8H562205,2008,HCM,CIVIC,1284,71407,12/2/2011,AL,61780408,28466445
2HGFG128X8H563029,2008,HCM,CIVIC,504,27436,10/16/2009,CA,51242676,28491462
2HGFG128X8H567159,2008,HCM,CIVIC,1250,57455,11/16/2011,AZ,61239265,28595309
2HGFG128X9H500627,2009,HCM,CIVIC,1083,51090,10/22/2011,IL,60515760,28998651
2HGFG128X9H504807,2009,HCM,CIVIC,706,20135,1/18/2011,ME,56590350,29143893
2HGFG128X9H508095,2009,HCM,CIVIC,661,28570,9/10/2010,TX,54988725,29240182
2HGFG128X9H512633,2009,HCM,CIVIC,856,23023,9/28/2011,DE,59777336,29347113
2HGFG128X9H517430,2009,HCM,CIVIC,635,17310,11/20/2010,FL,55821018,29436764
2HGFG128X9H519937,2009,HCM,CIVIC,941,38014,12/29/2011,AZ,62051918,29485844
2HGFG128X9H519999,2009,HCM,CIVIC,583,35721,11/29/2010,AL,55904834,29485847
2HGFG128X9H527794,2009,HCM,CIVIC,364,28001,3/13/2010,IN,52503556,29647356
2HGFG128X9H529058,2009,HCM,CIVIC,749,13198,11/11/2011,KY,61461172,29667514
2HGFG128X9H534972,2009,HCM,CIVIC,943,24151,1/4/2012,TX,62215766,29760835
2HGFG128X9H535426,2009,HCM,CIVIC,412,17456,9/13/2010,FL,55071204,29776247
2HGFG12908H512079,2008,HCM,CIVIC,427,28199,7/6/2009,TX,50101470,27256611
2HGFG12908H539279,2008,HCM,CIVIC,312,13245,8/5/2009,FL,50358022,27937956
2HGFG12908H546734,2008,HCM,CIVIC,111,16366,9/5/2008,AL,46935581,28109647
2HGFG12908H549200,2008,HCM,CIVIC,623,38045,1/6/2010,MS,51968970,28178808
2HGFG12908H552386,2008,HCM,CIVIC,780,28464,8/9/2010,FL,54700351,28254275
2HGFG12908H553036,2008,HCM,CIVIC,1226,117173,8/15/2011,FL,59024919,28267687
2HGFG12908H559354,2008,HCM,CIVIC,582,31416,1/15/2010,TX,52002671,28397412
2HGFG12908H568619,2008,HCM,CIVIC,859,28544,11/4/2010,CA,55619103,28631683
2HGFG12909H503285,2009,HCM,CIVIC,603,27466,6/24/2010,NC,54195920,29082411
2HGFG12909H512861,2009,HCM,CIVIC,787,26134,1/15/2011,FL,56463255,29354116
2HGFG12909H516957,2009,HCM,CIVIC,870,21290,10/10/2011,TX,60116829,29430888
2HGFG12918H531515,2008,HCM,CIVIC,1015,20488,12/3/2010,TX,56063535,27792801
2HGFG12918H532437,2008,HCM,CIVIC,768,35997,3/16/2010,WV,52537210,27807880
2HGFG12918H532826,2008,HCM,CIVIC,820,35248,6/14/2010,FL,53994554,27829236
2HGFG12918H539002,2008,HCM,CIVIC,1099,28487,6/17/2011,IL,58270854,27929883
2HGFG12918H551814,2008,HCM,CIVIC,733,29704,9/13/2010,OK,55004536,28236627
2HGFG12918H553112,2008,HCM,CIVIC,1199,66307,9/15/2011,MO,59491120,28267679
2HGFG12918H559072,2008,HCM,CIVIC,377,5215,6/16/2009,MA,49930511,28387841
2HGFG12918H560822,2008,HCM,CIVIC,446,8534,8/19/2009,FL,50609439,28428776
2HGFG12918H579208,2008,HCM,CIVIC,1015,27760,7/21/2011,TX,58658495,28912467
2HGFG12919H503280,2009,HCM,CIVIC,245,12417,6/8/2009,WA,49821802,29082438
2HGFG12928H502282,2008,HCM,CIVIC,744,27544,1/11/2010,FL,51956398,26717553
2HGFG12928H505845,2008,HCM,CIVIC,888,34492,2/24/2010,FL,52338158,27119608
2HGFG12928H507076,2008,HCM,CIVIC,634,45508,8/29/2009,TX,50751238,27148872
2HGFG12929H513140,2009,HCM,CIVIC,471,10036,8/13/2010,GA,54720624,29356079
2HGFG12929H518628,2009,HCM,CIVIC,252,15341,5/28/2010,FL,53535335,29451528
2HGFG12929H527863,2009,HCM,CIVIC,600,26565,4/30/2011,FL,58007943,29647434
2HGFG12929H533033,2009,HCM,CIVIC,733,35998,7/28/2011,PA,58779135,29727556
2HGFG12938H508771,2008,HCM,CIVIC,638,27469,1/25/2010,GA,52087796,27197941
2HGFG12938H508821,2008,HCM,CIVIC,779,30852,6/12/2010,PA,53792690,27428062
2HGFG12938H525263,2008,HCM,CIVIC,1147,25159,1/26/2011,NC,56622028,27597756
2HGFG12938H541611,2008,HCM,CIVIC,571,27572,12/11/2009,IL,51825189,27983489
2HGFG12938H546758,2008,HCM,CIVIC,952,48057,1/31/2011,TN,56682618,28109681
2HGFG12938H549207,2008,HCM,CIVIC,633,30149,12/23/2009,TN,51795239,28178799
2HGFG12938H556853,2008,HCM,CIVIC,776,23350,6/15/2010,TN,53796714,28350266
2HGFG12938H560322,2008,HCM,CIVIC,517,16954,10/28/2009,AZ,51294368,28420048
2HGFG12938H562183,2008,HCM,CIVIC,444,18849,8/27/2009,TX,50694516,28466604
2HGFG12938H567352,2008,HCM,CIVIC,1133,80070,8/15/2011,CA,59118316,28595414
2HGFG12938H569991,2008,HCM,CIVIC,863,35428,11/15/2010,FL,55752165,28663519
2HGFG12938H577296,2008,HCM,CIVIC,294,21846,11/11/2009,LA,51439358,28865090
2HGFG12939H510957,2009,HCM,CIVIC,665,23098,12/14/2010,MD,56167326,29312033
2HGFG12939H519349,2009,HCM,CIVIC,349,14989,2/17/2010,FL,52312302,29473166
2HGFG12939H519982,2009,HCM,CIVIC,895,30195,6/21/2011,FL,58223724,29486111
2HGFG12939H526463,2009,HCM,CIVIC,382,14318,8/20/2010,TN,54791835,29627046
2HGFG12948H520511,2008,HCM,CIVIC,782,25218,1/4/2010,OH,51898495,27406785
2HGFG12948H533078,2008,HCM,CIVIC,1089,18426,2/25/2011,TX,57161136,27829257
2HGFG12948H536918,2008,HCM,CIVIC,861,34155,9/20/2010,LA,55063227,27894634
2HGFG12948H538958,2008,HCM,CIVIC,780,40719,4/22/2010,AR,53065308,27929858
2HGFG12948H562810,2008,HCM,CIVIC,623,9495,3/13/2010,IN,52504108,28482835
2HGFG12948H570082,2008,HCM,CIVIC,771,22268,8/12/2010,FL,54633641,28663532
2HGFG12948H571121,2008,HCM,CIVIC,957,35335,6/22/2011,AZ,58260657,28694437
2HGFG12948H575265,2008,HCM,CIVIC,476,14407,11/19/2009,MS,51505482,28813162
2HGFG12949H508649,2009,HCM,CIVIC,466,22504,3/3/2010,TN,52552650,29257068
2HGFG12949H510238,2009,HCM,CIVIC,340,6527,10/26/2009,FL,51258813,29300270
2HGFG12949H517979,2009,HCM,CIVIC,579,18734,12/15/2010,FL,56114145,29446357
2HGFG12949H521191,2009,HCM,CIVIC,835,31048,9/2/2011,FL,59290836,29522775
2HGFG12958H504298,2008,HCM,CIVIC,593,35312,8/19/2009,CA,50544358,26748469
2HGFG12958H509596,2008,HCM,CIVIC,290,20985,10/25/2008,SC,47820193,27213118
2HGFG12958H513115,2008,HCM,CIVIC,1020,17694,8/16/2010,FL,54728230,27282185
2HGFG12958H518797,2008,HCM,CIVIC,1225,28511,8/8/2011,NC,58839506,27372523
2HGFG12958H536412,2008,HCM,CIVIC,939,45284,9/7/2010,GA,54918992,27888386
2HGFG12958H556465,2008,HCM,CIVIC,810,26580,8/13/2010,CA,54754962,28336048
2HGFG12958H577302,2008,HCM,CIVIC,937,32690,10/4/2011,TX,60289756,28865074
2HGFG12959H503007,2009,HCM,CIVIC,647,27391,8/30/2010,AL,54876722,29075568
2HGFG12959H507803,2009,HCM,CIVIC,906,29011,12/30/2011,FL,62138989,29231492
2HGFG12959H509874,2009,HCM,CIVIC,541,33824,9/8/2010,OK,54983732,29285014
2HGFG12959H515500,2009,HCM,CIVIC,254,8610,10/8/2009,AL,51108286,29400775
2HGFG12959H526870,2009,HCM,CIVIC,918,32066,12/2/2011,OH,61567129,29633640
2HGFG12968H519215,2008,HCM,CIVIC,889,47789,6/15/2010,FL,53815588,27380864
2HGFG12968H541263,2008,HCM,CIVIC,821,29007,7/26/2010,NC,54444135,27974333
2HGFG12968H553042,2008,HCM,CIVIC,1179,40838,7/22/2011,TX,58722564,28267728
2HGFG12969H513979,2009,HCM,CIVIC,937,27034,11/1/2011,GA,60883857,29375792
2HGFG12969H518633,2009,HCM,CIVIC,159,5307,12/17/2009,FL,51753438,29451552
2HGFG12969H523895,2009,HCM,CIVIC,11,432,8/11/2009,WA,50467678,29583318
2HGFG12969H537120,2009,HCM,CIVIC,556,22525,2/4/2011,CT,56866019,29823258
2HGFG12978H542664,2008,HCM,CIVIC,1029,35022,4/30/2011,VA,57752577,28012995
2HGFG12978H554958,2008,HCM,CIVIC,477,20673,8/31/2009,AZ,50610935,28302797
2HGFG12978H555687,2008,HCM,CIVIC,366,15737,5/13/2009,OK,49618627,28322425
2HGFG12978H563191,2008,HCM,CIVIC,197,23178,12/6/2008,AR,48048413,28496992
2HGFG12978H567094,2008,HCM,CIVIC,458,29575,9/25/2009,PA,50948421,28586214
2HGFG12978H577317,2008,HCM,CIVIC,866,28204,1/6/2011,SC,56380828,28865151
2HGFG12979H507799,2009,HCM,CIVIC,413,19473,4/17/2010,FL,52888772,29231503
2HGFG12979H512808,2009,HCM,CIVIC,888,35003,4/22/2011,TX,57658315,29354122
2HGFG12979H515496,2009,HCM,CIVIC,1072,37164,12/26/2011,FL,62066538,29400810
2HGFG12979H515529,2009,HCM,CIVIC,360,21985,3/26/2010,WI,52644811,29412046
2HGFG12979H519354,2009,HCM,CIVIC,575,42960,7/16/2010,FL,54295352,29473144
2HGFG12979H522920,2009,HCM,CIVIC,824,13438,1/6/2012,VA,62183178,29542283
2HGFG12979H534355,2009,HCM,CIVIC,900,22860,11/16/2011,FL,61309975,29753929
2HGFG12988H502836,2008,HCM,CIVIC,409,14356,2/12/2009,MO,48758615,26723085
2HGFG12988H508376,2008,HCM,CIVIC,1025,34672,7/26/2010,TN,54413237,27197954
2HGFG12988H526165,2008,HCM,CIVIC,426,16274,8/4/2009,FL,50346877,27626364
2HGFG12988H531852,2008,HCM,CIVIC,1213,59373,6/17/2011,TX,58231033,27798891
2HGFG12988H546710,2008,HCM,CIVIC,638,30630,3/23/2010,NV,52646941,28109733
2HGFG12988H547226,2008,HCM,CIVIC,1039,40370,2/3/2011,NY,56718787,28123049
2HGFG12988H552622,2008,HCM,CIVIC,556,29855,10/23/2009,TX,51542916,28254349
2HGFG12988H559070,2008,HCM,CIVIC,568,32516,12/14/2009,TX,51734300,28387877
2HGFG12989H511523,2009,HCM,CIVIC,568,31240,7/17/2010,FL,54279475,29323600
2HGFG12989H537829,2009,HCM,CIVIC,626,16094,4/27/2011,VA,57707876,29863784
2HGFG12998H535246,2008,HCM,CIVIC,889,72407,10/14/2010,TN,55487138,27864898
2HGFG12998H536591,2008,HCM,CIVIC,1361,47571,11/14/2011,OK,61128964,27894653
2HGFG12998H559076,2008,HCM,CIVIC,553,35738,12/4/2009,TX,51663726,28387892
2HGFG12998H560843,2008,HCM,CIVIC,903,66368,11/11/2010,TX,55770610,28428823
